Inventory_Level,Units_Ordered,Price,Discount,Holiday_Promotion,Competitor_Pricing,Month,DayOfWeek,Weather_Condition_Cloudy,Weather_Condition_Rainy,Weather_Condition_Snowy,Weather_Condition_Sunny,Seasonality_Autumn,Seasonality_Spring,Seasonality_Summer,Seasonality_Winter,Region_North,Region_South,Region_West,Category_Clothing,Category_Electronics,Category_Furniture,Category_Groceries,Category_Toys,Actual_Sales,Predicted_Demand,Lead_Time,Safety_Stock,Reorder_Point,Needs_Restock,Days_Remaining,Stockout_Days,Estimated_Lost_Revenue,Category_Name,Annual_Holding_Cost,Days_of_Supply,Is_Overstocked,Suggested_Price
422,131,76.13,10,0,80.57,1,2,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,390,203.88068,5,146.0,1166.0,True,2.069838141218023,2.930161858781977,45480.31942199707,Clothing,8031.714999999999,2.069838141218023,False,76.13
470,81,54.65,15,1,52.38,10,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,448,228.20755,14,146.0,3341.0,True,2.059528704897963,11.940471295102038,148916.0965423584,Furniture,6421.375,2.059528704897963,False,54.65
296,180,69.01,20,1,64.02,6,5,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,226,147.547,7,146.0,1179.0,True,2.006140456107983,4.993859543892016,50848.56787475586,Toys,5106.740000000001,2.006140456107983,False,69.01
133,47,95.53,15,1,94.51,3,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,63,67.44122,7,146.0,619.0,True,1.9720876015989763,5.027912398401024,32393.130328979492,Toys,3176.3725,1.9720876015989763,False,95.53
341,117,98.3,20,0,99.07,9,6,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,131,173.4317,7,146.0,1361.0,True,1.9661918595955312,5.033808140404469,85818.05391235351,Toys,8380.074999999999,1.9661918595955312,False,98.3
172,121,69.28,0,1,70.88,4,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,152,83.04662,7,146.0,728.0,True,2.0711257521414392,4.928874247858561,28358.130401611328,Toys,2979.04,2.0711257521414392,False,69.28
413,194,10.78,10,0,7.93,8,4,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,371,201.76256,5,146.0,1155.0,True,2.046960566558552,2.953039433441448,6422.861875305175,Clothing,1113.0349999999999,2.046960566558552,False,10.78
107,166,19.81,0,0,15.57,3,5,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,20,53.290894,5,146.0,413.0,True,2.0078477365029697,2.9921522634970303,3158.7930065917967,Clothing,529.9175,2.0078477365029697,False,19.81
296,39,75.89,15,0,80.55,2,3,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,201,154.12479,2,146.0,455.0,True,1.9205217211205299,0.07947827887947012,929.6200762939444,Groceries,5615.86,1.9205217211205299,False,75.89
404,191,69.92,0,0,66.2,9,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,339,193.81163,7,146.0,1503.0,True,2.084498228929353,4.915501771070646,66611.48430908202,Toys,7061.92,2.084498228929353,False,69.92
298,144,88.98,0,0,88.07,10,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,165,151.95316,7,146.0,1210.0,True,1.9611307115338386,5.038869288466161,68129.5024456787,Toys,6629.01,1.9611307115338386,False,88.98
329,75,35.87,5,0,38.31,5,6,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,148,162.40555,7,146.0,1283.0,True,2.0257928614983354,4.974207138501665,28977.1790713501,Toys,2950.3075,2.0257928614983354,False,35.87
382,135,89.19,10,0,85.98,5,6,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,240,189.55592,3,146.0,715.0,True,2.01523641690233,0.9847635830976702,16648.898440704346,Electronics,8517.645,2.01523641690233,False,89.19
177,33,61.05,15,1,63.43,5,5,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,173,93.51671,7,146.0,801.0,True,1.8927099026206327,5.107290097379368,29158.515323638916,Toys,2701.4625,1.8927099026206327,False,61.05
434,115,93.77,5,1,94.31,8,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,4,220.73021,7,146.0,1692.0,True,1.9662011886677346,5.033798811332265,104188.9221156311,Toys,10174.045,1.9662011886677346,False,93.77
463,66,25.27,5,1,24.34,12,0,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,66,238.394,14,146.0,3484.0,True,1.9421629967736194,12.05783700322638,72639.01832672118,Furniture,2925.0025,1.9421629967736194,False,25.27
247,133,81.41,15,1,79.2,9,3,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,20,122.94141,14,146.0,1868.0,True,2.009087154068567,11.990912845931433,120012.968359375,Furniture,5027.0675,2.009087154068567,False,81.41
89,55,44.13,20,1,48.51,6,6,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,3,41.365173,7,146.0,436.0,True,2.1515684043870174,4.848431595612983,8850.545696411133,Toys,981.8925,2.1515684043870174,False,44.13
478,43,56.25,10,0,53.41,12,0,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,334,246.97073,14,146.0,3604.0,True,1.9354519985018666,12.064548001498133,167601.95274353027,Furniture,6721.875,1.9354519985018666,False,56.25
121,60,72.71,10,1,69.78,12,5,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,15,65.13063,7,146.0,602.0,True,1.857804831364251,5.142195168635749,24351.62700210571,Toys,2199.4775,1.857804831364251,False,72.71
320,109,90.57,15,1,94.16,2,4,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,98,160.83223,7,146.0,1272.0,True,1.9896509596832197,5.010349040316781,72983.62525314331,Toys,7245.599999999999,1.9896509596832197,False,90.57
237,142,85.63,5,0,88.92,5,6,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,72,116.1551,5,146.0,727.0,True,2.0403753615593,2.9596246384407,29437.495192184448,Clothing,5073.577499999999,2.0403753615593,False,85.63
111,134,89.0,5,1,89.25,7,3,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,7,54.083717,5,146.0,417.0,True,2.052373717018855,2.947626282981145,14188.254219055176,Clothing,2469.75,2.052373717018855,False,89.0
272,59,99.21,10,1,95.81,8,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,223,133.21,2,146.0,413.0,True,2.0418886441785964,0.0,0.0,Groceries,6746.28,2.0418886441785964,False,99.21
391,95,11.37,5,1,6.43,11,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,274,154.82738,7,146.0,1230.0,True,2.5253931621766816,4.474606837823318,7877.040960845946,Toys,1111.4175,2.5253931621766816,False,11.37
81,188,22.08,0,0,22.5,6,0,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,0,40.006947,5,146.0,347.0,True,2.02464839127345,2.97535160872655,2628.2869006347655,Clothing,447.11999999999995,2.02464839127345,False,22.08
223,133,84.26,0,0,82.36,2,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,133,111.29299,2,146.0,369.0,True,2.0037200610527104,0.0,0.0,Groceries,4697.495,2.0037200610527104,False,84.26
353,99,72.12,0,0,73.67,12,1,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,106,180.93379,3,146.0,689.0,True,1.9509898945636654,1.0490101054363346,13688.475261840822,Electronics,6364.59,1.9509898945636654,False,72.12
281,125,64.7,15,1,69.09,7,2,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,281,137.34282,3,146.0,559.0,True,2.045975185367595,0.9540248146324051,8477.541209411622,Electronics,4545.175,2.045975185367595,False,64.7
182,72,55.54,20,0,57.71,8,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,143,86.57885,2,146.0,320.0,True,2.1021300287106266,0.0,0.0,Groceries,2527.07,2.1021300287106266,False,55.54
123,94,69.25,0,0,67.86,9,4,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,61,59.48782,7,146.0,563.0,True,2.0676501623181434,4.932349837681857,20318.97058582306,Toys,2129.4375,2.0676501623181434,False,69.25
367,195,67.42,20,1,67.21,3,0,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,77,178.8203,5,146.0,1041.0,True,2.0523397268764922,2.9476602731235078,35537.182200012205,Clothing,6185.785,2.0523397268764922,False,67.42
450,84,20.82,15,0,16.37,9,6,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,344,210.3658,7,146.0,1619.0,True,2.1391309910910885,4.860869008908912,21289.711539001466,Toys,2342.25,2.1391309910910885,False,20.82
180,101,23.09,5,0,19.64,10,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,176,88.16588,14,146.0,1381.0,True,2.041606157383154,11.958393842616847,24344.30181793213,Furniture,1039.05,2.041606157383154,False,23.09
189,111,91.99,20,1,87.0,1,2,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,141,92.224106,5,146.0,608.0,True,2.04935573285171,2.95064426714829,25032.367478790282,Clothing,4346.5275,2.04935573285171,False,91.99
248,105,65.14,10,1,60.24,7,5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,15,119.888405,2,146.0,386.0,True,2.0685903721729133,0.0,0.0,Groceries,4038.68,2.0685903721729133,False,65.14
404,115,98.03,15,0,99.84,8,3,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,403,199.75285,7,146.0,1545.0,True,2.0224992691545483,4.977500730845452,97468.28552719117,Toys,9901.03,2.0224992691545483,False,98.03
316,60,50.19,5,0,45.87,10,4,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,54,160.88911,5,146.0,951.0,True,1.9640856450603466,3.0359143549396537,24515.08325363159,Clothing,3965.0099999999998,1.9640856450603466,False,50.19
402,136,85.73,5,0,84.53,11,5,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,125,206.69861,3,146.0,767.0,True,1.9448606989414006,1.0551393010585994,18697.35509399414,Electronics,8615.865,1.9448606989414006,False,85.73
243,198,83.68,5,0,84.62,5,6,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,180,116.184616,3,146.0,495.0,True,2.0914989280003677,0.9085010719996323,8832.746022949219,Electronics,5083.56,2.0914989280003677,False,83.68
236,99,71.46,0,0,72.31,12,2,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,141,118.562195,2,146.0,384.0,True,1.9905164572053973,0.009483542794602728,80.34888427734407,Groceries,4216.139999999999,1.9905164572053973,False,71.46
383,191,99.47,5,1,94.63,8,4,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,107,187.47598,14,146.0,2771.0,True,2.0429283503599827,11.957071649640017,222978.29394104003,Furniture,9524.2525,2.0429283503599827,False,99.47
367,82,40.06,0,1,38.71,8,4,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,134,184.8442,5,146.0,1071.0,True,1.9854559400902216,3.0145440599097784,22322.271758728028,Clothing,3675.505,1.9854559400902216,False,40.06
191,47,39.16,10,0,39.36,10,3,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,48,94.30955,5,146.0,618.0,True,2.0252456428473256,2.9747543571526744,10986.24938568115,Clothing,1869.8899999999999,2.0252456428473256,False,39.16
181,169,56.81,15,0,53.99,3,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,23,88.8817,14,146.0,1391.0,True,2.036414726922166,11.963585273077834,60408.560171203615,Furniture,2570.6525,2.036414726922166,False,56.81
402,143,67.71,20,0,65.3,10,0,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,253,202.87587,14,146.0,2987.0,True,1.981507216671168,12.018492783328831,165094.7319717407,Furniture,6804.855,1.981507216671168,False,67.71
189,162,57.76,15,1,56.55,1,4,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,2,93.88449,7,146.0,804.0,True,2.013112049218455,4.986887950781545,27042.737387695313,Toys,2729.16,2.013112049218455,False,57.76
119,111,38.59,10,0,35.12,10,6,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,85,59.943718,5,146.0,446.0,True,1.98519551433681,3.01480448566319,6973.930379714967,Clothing,1148.0525,1.98519551433681,False,38.59
228,170,34.36,0,0,32.87,5,4,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,123,113.616875,5,146.0,715.0,True,2.006744162012991,2.993255837987009,11685.2990725708,Clothing,1958.52,2.006744162012991,False,34.36
287,156,37.48,20,0,36.39,2,4,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,134,146.55031,5,146.0,879.0,True,1.9583718619983652,3.041628138001635,16706.76776184082,Clothing,2689.1899999999996,1.9583718619983652,False,37.48
88,46,58.2,10,1,53.59,3,4,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,79,47.16801,14,146.0,807.0,True,1.8656712181043447,12.134328781895656,33310.89512786865,Furniture,1280.4,1.8656712181043447,False,58.2
475,82,97.78,20,1,96.17,11,0,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,380,222.15352,5,146.0,1257.0,True,2.1381610466010392,2.8618389533989608,62165.35528106689,Clothing,11611.375,2.1381610466010392,False,97.78
285,43,40.89,15,1,43.94,8,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,53,144.71387,3,146.0,581.0,True,1.9694035239258505,1.0305964760741495,6098.400087890625,Electronics,2913.4125,1.9694035239258505,False,40.89
117,172,89.95,10,0,92.2,1,6,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,31,60.911663,3,146.0,329.0,True,1.9208144078014848,1.0791855921985152,5912.8622755050665,Electronics,2631.0375,1.9208144078014848,False,89.95
176,195,61.48,10,1,66.29,8,3,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,116,85.14735,7,146.0,743.0,True,2.067005106343096,4.932994893656904,25823.53203826904,Toys,2705.12,2.067005106343096,False,61.48
66,31,87.01,20,0,89.57,12,3,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,57,37.27006,2,146.0,221.0,True,1.7708583607391637,0.2291416392608363,743.0761009979249,Groceries,1435.6650000000002,1.7708583607391637,False,87.01
319,118,31.16,20,0,35.19,4,4,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,293,155.05386,3,146.0,612.0,True,2.057349573541988,0.942650426458012,4554.395162353516,Electronics,2485.01,2.057349573541988,False,31.16
438,67,65.32,10,1,60.85,5,0,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,234,217.73224,5,146.0,1235.0,True,2.011645140266166,2.988354859733834,42501.1891821289,Clothing,7152.539999999999,2.011645140266166,False,65.32
429,40,92.15,0,1,87.74,4,6,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,337,215.67859,7,146.0,1656.0,True,1.9890708774257304,5.01092912257427,99591.1237487793,Toys,9883.087500000001,1.9890708774257304,False,92.15
376,151,41.67,20,0,37.16,11,1,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,225,189.41742,5,146.0,1094.0,True,1.9850339061968831,3.0149660938031166,23797.19933898926,Clothing,3916.98,1.9850339061968831,False,41.67
319,178,85.64,0,1,83.74,9,0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,286,153.9419,14,146.0,2302.0,True,2.072210433497318,11.927789566502682,157251.0138671875,Furniture,6829.79,2.072210433497318,False,85.64
392,164,19.71,0,0,22.89,4,1,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,199,202.65533,5,146.0,1160.0,True,1.9343186845786757,3.0656813154213243,12245.363212280274,Clothing,1931.5800000000002,1.9343186845786757,False,19.71
288,73,90.76,20,1,92.6,5,3,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,102,143.20166,7,146.0,1149.0,True,2.011149868554302,4.988850131445698,64839.99873046875,Toys,6534.72,2.011149868554302,False,90.76
168,138,18.19,0,0,21.4,1,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,107,90.67432,7,146.0,781.0,True,1.8527848530702582,5.147215146929742,8489.640708007813,Toys,763.98,1.8527848530702582,False,18.19
193,173,37.82,15,1,38.87,3,1,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,179,95.493805,5,146.0,624.0,True,2.0210735150637187,2.9789264849362813,10758.618512573243,Clothing,1824.815,2.0210735150637187,False,37.82
380,55,68.6,10,1,71.23,11,3,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,353,188.6852,5,146.0,1090.0,True,2.0139364836835,2.9860635163165,38651.022201538086,Clothing,6516.999999999999,2.0139364836835,False,68.6
291,66,23.03,5,1,19.49,7,4,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,236,146.51862,5,146.0,879.0,True,1.9860957501184098,3.0139042498815902,10169.888600463868,Clothing,1675.4325000000001,1.9860957501184098,False,23.03
156,90,84.46,5,0,83.93,6,1,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,48,80.23789,5,146.0,548.0,True,1.9442185707802297,3.0557814292197705,20708.70185531616,Clothing,3293.9399999999996,1.9442185707802297,False,84.46
186,157,26.42,20,0,29.98,12,5,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,7,90.83452,2,146.0,328.0,True,2.0476797060137266,0.0,0.0,Groceries,1228.53,2.0476797060137266,False,26.42
378,88,66.91,15,0,67.39,8,1,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,103,179.77278,3,146.0,686.0,True,2.102654234500966,0.897345765499034,10793.810404815671,Electronics,6322.995,2.102654234500966,False,66.91
257,153,87.56,5,1,85.86,7,1,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,125,124.05202,5,146.0,767.0,True,2.0717115753222712,2.9282884246777288,31807.053135375976,Clothing,5625.7300000000005,2.0717115753222712,False,87.56
285,53,64.2,20,0,63.94,12,5,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,80,144.40034,3,146.0,580.0,True,1.97367949708673,1.02632050291327,9514.50641784668,Electronics,4574.25,1.97367949708673,False,64.2
61,67,64.09,15,1,61.28,3,6,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,37,29.369944,7,146.0,352.0,True,2.076953255061968,4.923046744938032,9266.747805690768,Toys,977.3725000000001,2.076953255061968,False,64.09
141,141,37.16,20,0,41.51,2,6,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,65,72.68728,14,146.0,1164.0,True,1.9398167386302914,12.060183261369708,32575.26989562988,Furniture,1309.8899999999999,1.9398167386302914,False,37.16
499,177,70.67,20,0,75.52,2,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,476,172.41716,7,146.0,1353.0,True,2.8941434825923307,4.10585651740767,50028.71489730836,Toys,8816.0825,2.8941434825923307,False,70.67
147,165,21.82,10,1,23.08,10,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,129,77.66686,3,146.0,380.0,True,1.8926990905948369,1.1073009094051631,1876.5328184509278,Electronics,801.885,1.8926990905948369,False,21.82
354,92,24.99,15,0,28.43,4,4,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,55,192.78772,7,146.0,1496.0,True,1.8362165417075862,5.163783458292414,24877.89581176758,Toys,2211.615,1.8362165417075862,False,24.99
226,199,85.39,5,1,89.21,4,5,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,86,100.561226,3,146.0,448.0,True,2.2473870818232724,0.7526129181767276,6462.629236526491,Electronics,4824.535,2.2473870818232724,False,85.39
118,124,53.56,15,0,49.66,3,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,52,61.954754,3,146.0,332.0,True,1.9046157496918152,1.0953842503081848,3634.809852752686,Electronics,1580.02,1.9046157496918152,False,53.56
333,40,20.6,5,1,15.73,12,2,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,325,167.66125,7,146.0,1320.0,True,1.9861476059734353,5.013852394026564,17316.95295410156,Toys,1714.95,1.9861476059734353,False,20.6
251,83,96.28,20,1,97.51,6,4,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,135,130.37096,7,146.0,1059.0,True,1.9252754362686009,5.074724563731399,63698.529789428714,Toys,6041.57,1.9252754362686009,False,96.28
158,40,94.08,10,1,97.53,10,3,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,58,80.8559,3,146.0,389.0,True,1.9540935530425947,1.0459064469574053,7956.130239257811,Electronics,3716.16,1.9540935530425947,False,94.08
84,31,10.17,15,0,14.48,8,5,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,50,49.375034,3,146.0,295.0,True,1.7012646398321798,1.2987353601678202,652.1522974777222,Electronics,213.57,1.7012646398321798,False,10.17
438,122,55.54,20,1,55.25,3,4,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,246,205.72652,2,146.0,558.0,True,2.1290400818305635,0.0,0.0,Groceries,6081.63,2.1290400818305635,False,55.54
176,59,50.33,0,0,54.4,11,1,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,78,90.42309,5,146.0,599.0,True,1.9464055447486002,3.0535944552513996,13896.890113754273,Clothing,2214.52,1.9464055447486002,False,50.33
486,173,68.4,10,0,72.14,12,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,331,198.71011,2,146.0,544.0,True,2.4457738530651096,0.0,0.0,Groceries,8310.6,2.4457738530651096,False,68.4
264,100,93.2,10,0,96.13,7,0,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,111,122.95297,5,146.0,761.0,True,2.1471624054368874,2.8528375945631126,32691.28514404297,Clothing,6151.2,2.1471624054368874,False,93.2
258,160,51.71,20,0,55.62,11,3,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,4,136.25941,7,146.0,1100.0,True,1.8934471472627288,5.106552852737272,35980.64032913209,Toys,3335.295,1.8934471472627288,False,51.71
364,83,70.75,0,1,74.31,2,6,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,31,184.12444,5,146.0,1067.0,True,1.976923916481772,3.023076083518228,39381.01903152466,Clothing,6438.25,1.976923916481772,False,70.75
58,23,66.76,20,0,70.14,12,6,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,44,33.63892,7,146.0,382.0,True,1.724193294331602,5.275806705668398,11848.060015106203,Toys,968.0200000000001,1.724193294331602,False,66.76
395,71,30.0,15,1,27.43,6,3,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,273,198.77917,5,146.0,1140.0,True,1.987129689959279,3.012870310040721,17966.876220703125,Clothing,2962.5,1.987129689959279,False,30.0
239,73,73.9,0,0,72.69,12,5,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,13,116.34412,3,146.0,496.0,True,2.05425085327634,0.9457491467236601,8131.390563964844,Electronics,4415.525000000001,2.05425085327634,False,73.9
295,71,93.51,20,1,97.77,2,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,146,147.76248,7,146.0,1181.0,True,1.9964472484970202,5.00355275150298,69135.43763946534,Toys,6896.3625,1.9964472484970202,False,93.51
115,166,17.87,10,0,19.17,8,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,18,60.96998,7,146.0,573.0,True,1.8861741982719797,5.11382580172802,5571.684589614869,Toys,513.7625,1.8861741982719797,False,17.87
363,89,33.51,10,1,33.97,11,4,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,220,179.46733,2,146.0,505.0,True,2.022652246030739,0.0,0.0,Groceries,3041.0325,2.022652246030739,False,33.51
373,85,91.69,20,0,89.07,1,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,21,193.09512,7,146.0,1498.0,True,1.9316904209841068,5.068309579015893,89733.87298187256,Toys,8550.0925,1.9316904209841068,False,91.69
152,178,63.99,15,1,67.97,7,6,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,101,78.50836,7,146.0,696.0,True,1.936099499254051,5.063900500745949,25439.77050842285,Toys,2431.62,1.936099499254051,False,63.99
477,137,16.44,15,0,18.49,3,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,25,226.96239,7,146.0,1735.0,True,2.1016698234736144,4.898330176526386,18276.951505737306,Toys,1960.4700000000003,2.1016698234736144,False,16.44
250,113,13.57,10,1,17.84,7,3,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,117,122.58057,2,146.0,392.0,True,2.0394749945228945,0.0,0.0,Groceries,848.125,2.0394749945228945,False,13.57
56,35,75.67,15,1,71.98,7,6,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,51,35.01213,2,146.0,217.0,True,1.5994456441445073,0.4005543558554927,1061.2158657836915,Groceries,1059.38,1.5994456441445073,False,75.67
454,137,30.07,0,1,34.15,3,3,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,358,226.42126,14,146.0,3316.0,True,2.0051120229582775,11.994887977041722,81667.04399169922,Furniture,3412.945,2.0051120229582775,False,30.07
369,97,37.05,5,0,40.75,7,4,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,246,181.08032,14,146.0,2682.0,True,2.037769733249742,11.962230266750257,80254.91315917968,Furniture,3417.8624999999997,2.037769733249742,False,37.05
192,67,92.2,10,1,94.45,1,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,67,96.353714,7,146.0,821.0,True,1.992658010270424,5.007341989729576,44484.287008666994,Toys,4425.6,1.992658010270424,False,92.2
456,172,76.71,15,0,80.78,10,4,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,2,209.92143,5,146.0,1196.0,True,2.172241274175788,2.827758725824212,45535.60543350219,Clothing,8744.939999999999,2.172241274175788,False,76.71
213,86,42.36,15,0,43.91,5,1,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,128,98.228195,5,146.0,638.0,True,2.168420172915408,2.831579827084592,11782.051741333007,Clothing,2255.67,2.168420172915408,False,42.36
369,31,96.16,5,0,97.65,6,5,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,56,187.41324,14,146.0,2770.0,True,1.9689110700149826,12.031088929985017,216820.15823242188,Furniture,8870.76,1.9689110700149826,False,96.16
418,165,14.36,15,0,18.63,11,2,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,324,206.72632,2,146.0,560.0,True,2.021997021556514,0.0,0.0,Groceries,1500.62,2.021997021556514,False,14.36
78,66,18.48,15,1,13.97,7,1,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,65,37.969337,14,146.0,678.0,True,2.05428920310317,11.94571079689683,8381.98698852539,Furniture,360.36,2.05428920310317,False,18.48
128,179,67.08,20,0,64.32,3,3,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,38,68.10555,5,146.0,487.0,True,1.8794355963005942,3.120564403699406,14256.362366638183,Clothing,2146.56,1.8794355963005942,False,67.08
380,181,38.16,5,1,38.63,4,1,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,221,184.62167,5,146.0,1070.0,True,2.0582632180892784,2.9417367819107216,20725.015319824215,Clothing,3625.2,2.0582632180892784,False,38.16
98,28,63.33,20,1,64.71,6,5,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,20,47.51844,2,146.0,242.0,True,2.062357255235226,0.0,0.0,Groceries,1551.585,2.062357255235226,False,63.33
298,142,99.25,20,1,100.15,11,0,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,39,152.1465,5,146.0,907.0,True,1.9586385537444164,3.041361446255584,45926.20044326783,Clothing,7394.125,1.9586385537444164,False,99.25
447,97,17.86,5,1,19.42,3,3,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,390,216.38853,7,146.0,1661.0,True,2.065728671521579,4.934271328478421,19069.47458892822,Toys,1995.855,2.065728671521579,False,17.86
